model,train_loss,valid_loss,train_acc,valid_acc
finetuned_ResNet101V2,0.010820556288827277,0.09753319435577623,0.998046875,0.9671533107757568
finetuned_VGG16,0.19996850448660553,0.2299857801861233,0.9309895634651184,0.9233576655387878
finetuned_InceptionResNetV2,0.04091686867142622,0.08708355718732087,0.9876301884651184,0.9635036587715149
finetuned_MobileNetV2,0.014560719852297233,0.2246605026032032,0.9947916865348816,0.970802903175354
